index	Gene
bc2018--bc2018___80_01156	BACUNI_04442
bc2018--bc2018___80_01157	queC
bc2018--bc2018___80_01158	queF
bc2018--bc2018___80_01159	eno
bc2018--bc2018___80_01160	BACUNI_04437
bc2018--bc2018___80_01161	BACUNI_04435
bc2018--bc2018___80_01162	piuB
bc2018--bc2018___80_01163	bc2018--bc2018___80_01163
bc2018--bc2018___80_01164	nrfH
bc2018--bc2018___80_01165	nrfA
bc2018--bc2018___80_01166	ccs1
bc2018--bc2018___80_01167	ycf
bc2018--bc2018___80_01168	BACUNI_04428
bc2018--bc2018___80_01169	BACUNI_04427
bc2018--bc2018___80_01170	BACUNI_04426
bc2018--bc2018___80_01171	hcp
bc2018--bc2018___80_01172	bc2018--bc2018___80_01172
bc2018--bc2018___80_01173	BACUNI_04423
bc2018--bc2018___80_01174	bc2018--bc2018___80_01174
bc2018--bc2018___80_01175	BACUNI_04422
bc2018--bc2018___80_01176	BACUNI_04421
bc2018--bc2018___80_01177	BACUNI_04420
bc2018--bc2018___80_01178	BACUNI_04419
bc2018--bc2018___80_01179	BACUNI_04418
bc2018--bc2018___80_01180	BACUNI_04417
bc2018--bc2018___80_01181	BACUNI_04416
bc2018--bc2018___80_01182	BACUNI_04415
bc2018--bc2018___80_01183	BACUNI_04414
bc2018--bc2018___80_01184	BACUNI_04413
bc2018--bc2018___80_01185	BACUNI_04412
bc2018--bc2018___80_01186	BACUNI_04411
bc2018--bc2018___80_01187	bc2018--bc2018___80_01187
bc2018--bc2018___80_01188	BACUNI_04405
bc2018--bc2018___80_01189	BACUNI_04404
bc2018--bc2018___80_01190	BACUNI_02834
bc2018--bc2018___80_01191	BACUNI_02833
bc2018--bc2018___80_01193	purU
bc2018--bc2018___80_01194	hisH
bc2018--bc2018___80_01195	hisA
bc2018--bc2018___80_01196	hisF
bc2018--bc2018___80_01197	hisE
bc2018--bc2018___80_01198	BACUNI_04394
bc2018--bc2018___80_01199	BACUNI_04393
bc2018--bc2018___80_01200	bc2018--bc2018___80_01200
bc2018--bc2018___80_01201	lysA
bc2018--bc2018___80_01202	ftnA
bc2018--bc2018___80_01203	kbl
bc2018--bc2018___80_01204	BACUNI_04388
bc2018--bc2018___80_01205	BACUNI_04387
bc2018--bc2018___80_01206	murB
bc2018--bc2018___80_01207	bc2018--bc2018___80_01207
bc2018--bc2018___80_01208	BACUNI_04383
bc2018--bc2018___80_01209	BACUNI_04381
bc2018--bc2018___80_01210	dnaN
bc2018--bc2018___80_01211	BACUNI_04379
bc2018--bc2018___80_01212	coaBC
bc2018--bc2018___80_01213	recN
bc2018--bc2018___80_01214	BACUNI_04376
bc2018--bc2018___80_01215	BACUNI_04375
bc2018--bc2018___80_01216	BACUNI_04373
bc2018--bc2018___80_01217	folC
bc2018--bc2018___80_01218	BACUNI_04370
bc2018--bc2018___80_01219	BACUNI_04369
bc2018--bc2018___80_01220	BACUNI_04368
bc2018--bc2018___80_01221	BACUNI_04367
bc2018--bc2018___80_01222	BACUNI_04366
bc2018--bc2018___80_01223	bc2018--bc2018___80_01223
bc2018--bc2018___80_01224	BACUNI_04360
bc2018--bc2018___80_01225	BACUNI_04359
bc2018--bc2018___80_01226	BACUNI_04358
bc2018--bc2018___80_01227	BACUNI_04357
bc2018--bc2018___80_01228	BACUNI_04356
bc2018--bc2018___80_01229	BACUNI_04355
bc2018--bc2018___80_01230	icaB
bc2018--bc2018___80_01231	BACUNI_04353
bc2018--bc2018___80_01232	BACUNI_04352
bc2018--bc2018___80_01233	BACUNI_04351
bc2018--bc2018___80_01234	BACUNI_04350
bc2018--bc2018___80_01235	BACUNI_04349
bc2018--bc2018___80_01236	BACUNI_04348
bc2018--bc2018___80_01237	wbuB
bc2018--bc2018___80_01238	pglC
bc2018--bc2018___80_01239	BACUNI_04345
bc2018--bc2018___80_01240	pglE
bc2018--bc2018___80_01241	BACUNI_04343
bc2018--bc2018___80_01242	BACUNI_04342
bc2018--bc2018___80_01243	tpx
bc2018--bc2018___80_01244	BACUNI_04340
bc2018--bc2018___80_01245	BACUNI_04339
bc2018--bc2018___80_01246	glnS
bc2018--bc2018___80_01247	BACUNI_04337
bc2018--bc2018___80_01248	pstC
bc2018--bc2018___80_01249	pstA
bc2018--bc2018___80_01250	pstB
bc2018--bc2018___80_01251	phoU
bc2018--bc2018___80_01252	ribE
bc2018--bc2018___80_01253	bc2018--bc2018___80_01253
bc2018--bc2018___80_01254	BACUNI_04329
bc2018--bc2018___80_01255	BACUNI_04326
bc2018--bc2018___80_01256	BACUNI_04325
bc2018--bc2018___80_01257	BACUNI_04324
bc2018--bc2018___80_01258	BACUNI_04323
bc2018--bc2018___80_01259	bc2018--bc2018___80_01259
bc2018--bc2018___80_01260	BACUNI_04320
bc2018--bc2018___80_01261	BACUNI_04319
bc2018--bc2018___80_01262	BACUNI_04318
bc2018--bc2018___80_01263	BACUNI_04317
bc2018--bc2018___80_01264	BACUNI_04316
bc2018--bc2018___80_01265	BACUNI_04315
bc2018--bc2018___80_01266	BACUNI_04314
bc2018--bc2018___80_01267	degT
bc2018--bc2018___80_01268	fdtC
bc2018--bc2018___80_01269	BACUNI_04311
bc2018--bc2018___80_01270	BACUNI_04310
bc2018--bc2018___80_01271	BACUNI_04309
bc2018--bc2018___80_01272	BACUNI_04308
bc2018--bc2018___80_01273	BACUNI_04305
bc2018--bc2018___80_01274	BACUNI_04303
bc2018--bc2018___80_01275	BACUNI_04302
bc2018--bc2018___80_01276	BACUNI_04301
bc2018--bc2018___80_01277	BACUNI_04300
bc2018--bc2018___80_01278	BACUNI_04299
bc2018--bc2018___80_01279	BACUNI_04298
bc2018--bc2018___80_01280	BACUNI_04297
bc2018--bc2018___80_01281	BACUNI_04296
bc2018--bc2018___80_01282	BACUNI_04295
bc2018--bc2018___80_01283	BACUNI_04294
bc2018--bc2018___80_01284	bc2018--bc2018___80_01284
bc2018--bc2018___80_01285	BACUNI_04292
bc2018--bc2018___80_01286	nadC
bc2018--bc2018___80_01287	BACUNI_04290
bc2018--bc2018___80_01288	BACUNI_04289
bc2018--bc2018___80_01289	BACUNI_04288
bc2018--bc2018___80_01290	BACUNI_04287
bc2018--bc2018___80_01291	BACUNI_04286
bc2018--bc2018___80_01292	bc2018--bc2018___80_01292
bc2018--bc2018___80_01293	fabK
bc2018--bc2018___80_01294	BACUNI_04283
bc2018--bc2018___80_01295	BACUNI_04282
bc2018--bc2018___80_01296	glsA
bc2018--bc2018___80_01297	BACUNI_04280
bc2018--bc2018___80_01298	BACUNI_04279
bc2018--bc2018___80_01299	ald
bc2018--bc2018___80_01300	BACUNI_04277
bc2018--bc2018___80_01301	BACUNI_04276
bc2018--bc2018___80_01302	BACUNI_04275
bc2018--bc2018___80_01303	BACUNI_04272
bc2018--bc2018___80_01304	BACUNI_04271
bc2018--bc2018___80_01305	bc2018--bc2018___80_01305
bc2018--bc2018___80_01306	BACUNI_04269
bc2018--bc2018___80_01307	BACUNI_04268
bc2018--bc2018___80_01308	BACUNI_04267
bc2018--bc2018___80_01309	BACUNI_04266
bc2018--bc2018___80_01310	BACUNI_04265
bc2018--bc2018___80_01311	bc2018--bc2018___80_01311
bc2018--bc2018___80_01312	BACUNI_04263
bc2018--bc2018___80_01313	BACUNI_04262
bc2018--bc2018___80_01314	BACUNI_04261
bc2018--bc2018___80_01315	bc2018--bc2018___80_01315
bc2018--bc2018___80_01316	BACUNI_04260
bc2018--bc2018___80_01317	BACUNI_04259
bc2018--bc2018___80_01318	BACUNI_04258
bc2018--bc2018___80_01319	BACUNI_04257
bc2018--bc2018___80_01320	BACUNI_04256
bc2018--bc2018___80_01321	BACUNI_04255
bc2018--bc2018___80_01322	BACUNI_04254
bc2018--bc2018___80_01323	BACUNI_04253
bc2018--bc2018___80_01324	BACUNI_04252
bc2018--bc2018___80_01325	BACUNI_04251
bc2018--bc2018___80_01326	BACUNI_04250
bc2018--bc2018___80_01327	BACUNI_04249
bc2018--bc2018___80_01328	BACUNI_04248
bc2018--bc2018___80_01329	bc2018--bc2018___80_01329
bc2018--bc2018___80_01330	lolE_1
bc2018--bc2018___80_01331	bc2018--bc2018___80_01331
bc2018--bc2018___80_01332	bioD
bc2018--bc2018___80_01333	BACUNI_04240
bc2018--bc2018___80_01334	BACUNI_04239
bc2018--bc2018___80_01335	BACUNI_04238
bc2018--bc2018___80_01336	bioA
bc2018--bc2018___80_01337	bc2018--bc2018___80_01337
bc2018--bc2018___80_01338	BACUNI_04235
bc2018--bc2018___80_01339	BACUNI_04234
bc2018--bc2018___80_01340	BACUNI_04232
bc2018--bc2018___80_01341	BACUNI_04229
bc2018--bc2018___80_01342	BACUNI_04228
bc2018--bc2018___80_01343	BACUNI_04227
bc2018--bc2018___80_01344	bc2018--bc2018___80_01344
bc2018--bc2018___80_01345	bc2018--bc2018___80_01345
bc2018--bc2018___80_01346	BACUNI_04223
bc2018--bc2018___80_01347	bc2018--bc2018___80_01347
bc2018--bc2018___80_01350	bc2018--bc2018___80_01350
bc2018--bc2018___80_01351	BACUNI_01803
bc2018--bc2018___80_01352	BACUNI_01804
bc2018--bc2018___80_01353	atpA
bc2018--bc2018___80_01354	BACUNI_01806
bc2018--bc2018___80_01355	BACUNI_01808
bc2018--bc2018___80_01356	BACUNI_01809
bc2018--bc2018___80_01357	ntpK
bc2018--bc2018___80_01358	bc2018--bc2018___80_01358
bc2018--bc2018___80_01359	BACUNI_01811
bc2018--bc2018___80_01360	glgP
bc2018--bc2018___80_01361	BACUNI_01813
bc2018--bc2018___80_01362	BACUNI_01814
bc2018--bc2018___80_01363	gpmA
bc2018--bc2018___80_01364	BACUNI_01816
bc2018--bc2018___80_01365	BACUNI_01817
bc2018--bc2018___80_01366	nrdG
bc2018--bc2018___80_01367	nrdD
bc2018--bc2018___80_01368	BACUNI_01820
bc2018--bc2018___80_01369	BACUNI_01822
bc2018--bc2018___80_01370	rpsP
bc2018--bc2018___80_01371	BACUNI_01824
bc2018--bc2018___80_01372	BACUNI_01825
bc2018--bc2018___80_01373	BACUNI_01826
bc2018--bc2018___80_01374	BACUNI_01828
bc2018--bc2018___80_01375	BACUNI_01829
bc2018--bc2018___80_01376	BACUNI_01830
bc2018--bc2018___80_01377	BACUNI_01831
bc2018--bc2018___80_01378	BACUNI_01832
bc2018--bc2018___80_01379	BACUNI_01833
bc2018--bc2018___80_01380	BACUNI_01834
bc2018--bc2018___80_01381	bc2018--bc2018___80_01381
bc2018--bc2018___80_01382	BACUNI_01836
bc2018--bc2018___80_01383	BACUNI_01837
bc2018--bc2018___80_01384	BACUNI_01838
bc2018--bc2018___80_01385	BACUNI_01839
bc2018--bc2018___80_01386	BACUNI_01840
bc2018--bc2018___80_01387	bc2018--bc2018___80_01387
bc2018--bc2018___80_01388	BACUNI_01842
bc2018--bc2018___80_01389	BACUNI_01845
bc2018--bc2018___80_01390	BACUNI_01847
bc2018--bc2018___80_01391	BACUNI_01849
bc2018--bc2018___80_01392	BACUNI_01852
bc2018--bc2018___80_01393	bc2018--bc2018___80_01393
bc2018--bc2018___80_01394	BACUNI_01854
bc2018--bc2018___80_01395	BACUNI_01855
bc2018--bc2018___80_01396	BACUNI_01856
bc2018--bc2018___80_01397	BACUNI_01857
bc2018--bc2018___80_01398	BACUNI_01858
bc2018--bc2018___80_01399	BACUNI_01859
bc2018--bc2018___80_01400	BACUNI_01860
bc2018--bc2018___80_01401	BACUNI_01861
bc2018--bc2018___80_01402	BACUNI_01862
bc2018--bc2018___80_01403	BACUNI_01863
bc2018--bc2018___80_01404	BACUNI_01864
bc2018--bc2018___80_01405	trpA
bc2018--bc2018___80_01406	bc2018--bc2018___80_01406
bc2018--bc2018___80_01407	trpC
bc2018--bc2018___80_01408	trpD
bc2018--bc2018___80_01409	BACUNI_01869
bc2018--bc2018___80_01410	bc2018--bc2018___80_01410
bc2018--bc2018___80_01411	bc2018--bc2018___80_01411
bc2018--bc2018___80_01412	BACUNI_01875
bc2018--bc2018___80_01413	BACUNI_01876
bc2018--bc2018___80_01414	BACUNI_01878
bc2018--bc2018___80_01415	glnA
bc2018--bc2018___80_01416	BACUNI_01880
bc2018--bc2018___80_01417	BACUNI_01881
bc2018--bc2018___80_01418	BACUNI_01882
bc2018--bc2018___80_01419	dapL
bc2018--bc2018___80_01420	dapF
bc2018--bc2018___80_01421	BACUNI_01885
bc2018--bc2018___80_01422	bc2018--bc2018___80_01422
bc2018--bc2018___80_01423	bc2018--bc2018___80_01423
bc2018--bc2018___80_01424	bc2018--bc2018___80_01424
bc2018--bc2018___80_01425	BACUNI_00947
bc2018--bc2018___80_01426	bc2018--bc2018___80_01426
bc2018--bc2018___80_01427	BACUNI_01891
bc2018--bc2018___80_01428	BACUNI_01892
bc2018--bc2018___80_01429	BACUNI_01893
bc2018--bc2018___80_01430	bc2018--bc2018___80_01430
bc2018--bc2018___80_01431	BACUNI_01895
bc2018--bc2018___80_01432	BACUNI_01896
bc2018--bc2018___80_01433	BACUNI_01897
bc2018--bc2018___80_01434	bc2018--bc2018___80_01434
bc2018--bc2018___80_01435	BACUNI_01899
bc2018--bc2018___80_01436	BACUNI_01900
bc2018--bc2018___80_01437	BACUNI_01901
bc2018--bc2018___80_01438	BACUNI_01902
bc2018--bc2018___80_01439	BACUNI_01903
bc2018--bc2018___80_01440	BACUNI_01904
bc2018--bc2018___80_01441	BACUNI_01905
bc2018--bc2018___80_01442	ispD
bc2018--bc2018___80_01443	BACUNI_01907
bc2018--bc2018___80_01444	BACUNI_01908
bc2018--bc2018___80_01445	BACUNI_01909
bc2018--bc2018___80_01446	pglE
bc2018--bc2018___80_01447	BACUNI_01911
bc2018--bc2018___80_01448	BACUNI_01912
bc2018--bc2018___80_01449	BACUNI_01913
bc2018--bc2018___80_01450	BACUNI_01914
bc2018--bc2018___80_01451	bc2018--bc2018___80_01451
bc2018--bc2018___80_01452	bc2018--bc2018___80_01452
bc2018--bc2018___80_01453	BACUNI_01918
bc2018--bc2018___80_01454	BACUNI_01919
bc2018--bc2018___80_01455	glmS
bc2018--bc2018___80_01456	BACUNI_01921
bc2018--bc2018___80_01457	carA
bc2018--bc2018___80_01458	carB
bc2018--bc2018___80_01459	BACUNI_01924
bc2018--bc2018___80_01460	BACUNI_01925
bc2018--bc2018___80_01461	BACUNI_01926
bc2018--bc2018___80_01462	BACUNI_01927
bc2018--bc2018___80_01463	bc2018--bc2018___80_01463
bc2018--bc2018___80_01464	ybhS
bc2018--bc2018___80_01465	BACUNI_01932
bc2018--bc2018___80_01466	BACUNI_01934
bc2018--bc2018___80_01467	BACUNI_01935
bc2018--bc2018___80_01468	BACUNI_01937
bc2018--bc2018___80_01469	BACUNI_01938
bc2018--bc2018___80_01470	BACUNI_01940
bc2018--bc2018___80_01471	bc2018--bc2018___80_01471
bc2018--bc2018___80_01472	BACUNI_01942
bc2018--bc2018___80_01473	BACUNI_01943
bc2018--bc2018___80_01474	BACUNI_01944
bc2018--bc2018___80_01475	BACUNI_01945
bc2018--bc2018___80_01476	BACUNI_01946
bc2018--bc2018___80_01477	BACUNI_01947
bc2018--bc2018___80_01478	susB
bc2018--bc2018___80_01479	BACUNI_01949
bc2018--bc2018___80_01480	BACUNI_01950
bc2018--bc2018___80_01481	BACUNI_01951
bc2018--bc2018___80_01482	BACUNI_01953
bc2018--bc2018___80_01483	BACUNI_01954
bc2018--bc2018___80_01484	BACUNI_01955
bc2018--bc2018___80_01485	BACUNI_01956
bc2018--bc2018___80_01486	BACUNI_01958
bc2018--bc2018___80_01487	BACUNI_01959
bc2018--bc2018___80_01488	BACUNI_01960
bc2018--bc2018___80_01489	BACUNI_01962
bc2018--bc2018___80_01490	BACUNI_01963
bc2018--bc2018___80_01491	panB
bc2018--bc2018___80_01492	BACUNI_01965
bc2018--bc2018___80_01493	BACUNI_01966
bc2018--bc2018___80_01494	BACUNI_01968
bc2018--bc2018___80_01495	BACUNI_01969
bc2018--bc2018___80_01496	purT
bc2018--bc2018___80_01497	BACUNI_01971
bc2018--bc2018___80_01498	ispE
bc2018--bc2018___80_01499	dnaB
bc2018--bc2018___80_01500	BACUNI_01974
bc2018--bc2018___80_01501	tsaD
bc2018--bc2018___80_01502	BACUNI_01976
bc2018--bc2018___80_01503	rpmB
bc2018--bc2018___80_01504	bc2018--bc2018___80_01504
bc2018--bc2018___80_01505	BACUNI_01979
bc2018--bc2018___80_01506	ftsY
bc2018--bc2018___80_01507	rimO
bc2018--bc2018___80_01508	hup
bc2018--bc2018___80_01509	hup
bc2018--bc2018___80_01510	BACUNI_01984
bc2018--bc2018___80_01511	BACUNI_01985
bc2018--bc2018___80_01512	BACUNI_01986
bc2018--bc2018___80_01513	BACUNI_01987
bc2018--bc2018___80_01514	BACUNI_01988
bc2018--bc2018___80_01515	bc2018--bc2018___80_01515
bc2018--bc2018___80_01516	BACUNI_01990
bc2018--bc2018___80_01517	BACUNI_01991
bc2018--bc2018___80_01518	BACUNI_01992
bc2018--bc2018___80_01519	BACUNI_01994
bc2018--bc2018___80_01520	bc2018--bc2018___80_01520
bc2018--bc2018___80_01521	gyrA
bc2018--bc2018___80_01522	BACUNI_01997
bc2018--bc2018___80_01523	BACUNI_01999
bc2018--bc2018___80_01524	BACUNI_02000
bc2018--bc2018___80_01527	dapA
bc2018--bc2018___80_01528	ligA
bc2018--bc2018___80_01529	trmD
bc2018--bc2018___80_01530	pyrD
bc2018--bc2018___80_01531	pyrK
bc2018--bc2018___80_01532	BACUNI_02008
bc2018--bc2018___80_01533	bc2018--bc2018___80_01533
bc2018--bc2018___80_01534	holA
bc2018--bc2018___80_01535	BACUNI_02011
bc2018--bc2018___80_01536	BACUNI_02012
bc2018--bc2018___80_01537	BACUNI_02013
bc2018--bc2018___80_01538	BACUNI_02014
bc2018--bc2018___80_01539	BACUNI_02015
bc2018--bc2018___80_01540	BACUNI_02016
bc2018--bc2018___80_01541	BACUNI_02017
bc2018--bc2018___80_01542	BACUNI_02018
bc2018--bc2018___80_01543	BACUNI_02019
bc2018--bc2018___80_01544	BACUNI_02020
bc2018--bc2018___80_01545	BACUNI_02022
bc2018--bc2018___80_01546	BACUNI_02023
bc2018--bc2018___80_01547	BACUNI_02024
bc2018--bc2018___80_01548	BACUNI_02025
bc2018--bc2018___80_01549	BACUNI_02026
bc2018--bc2018___80_01550	BACUNI_02027
bc2018--bc2018___80_01551	BACUNI_02028
bc2018--bc2018___80_01552	BACUNI_02029
bc2018--bc2018___80_01553	aspS
bc2018--bc2018___80_01554	BACUNI_02031
bc2018--bc2018___80_01555	BACUNI_02032
bc2018--bc2018___80_01556	BACUNI_02034
bc2018--bc2018___80_01557	BACUNI_02035
bc2018--bc2018___80_01558	BACUNI_02036
bc2018--bc2018___80_01559	BACUNI_02834
bc2018--bc2018___80_01560	BACUNI_02833
bc2018--bc2018___80_01561	BACUNI_00640
bc2018--bc2018___80_01563	BACUNI_00642
bc2018--bc2018___80_01564	lon
bc2018--bc2018___80_01565	tgt
bc2018--bc2018___80_01566	BACUNI_00646
bc2018--bc2018___80_01567	BACUNI_00648
bc2018--bc2018___80_01568	bc2018--bc2018___80_01568
bc2018--bc2018___80_01569	serB
bc2018--bc2018___80_01570	BACUNI_00650
bc2018--bc2018___80_01571	BACUNI_00651
bc2018--bc2018___80_01572	BACUNI_00652
bc2018--bc2018___80_01573	rfbC
bc2018--bc2018___80_01574	BACUNI_00654
bc2018--bc2018___80_01575	BACUNI_00655
bc2018--bc2018___80_01576	BACUNI_00656
bc2018--bc2018___80_01577	uxaB
bc2018--bc2018___80_01578	BACUNI_00658
bc2018--bc2018___80_01579	uxaC
bc2018--bc2018___80_01580	BACUNI_00660
bc2018--bc2018___80_01581	BACUNI_00661
bc2018--bc2018___80_01582	BACUNI_00662
bc2018--bc2018___80_01584	BACUNI_00664
bc2018--bc2018___80_01585	otsB
bc2018--bc2018___80_01586	BACUNI_00667
bc2018--bc2018___80_01587	BACUNI_00668
bc2018--bc2018___80_01588	BACUNI_00670
bc2018--bc2018___80_01589	BACUNI_00671
bc2018--bc2018___80_01590	BACUNI_00672
bc2018--bc2018___80_01591	BACUNI_00673
bc2018--bc2018___80_01592	BACUNI_00674
bc2018--bc2018___80_01593	BACUNI_00675
bc2018--bc2018___80_01594	BACUNI_00676
bc2018--bc2018___80_01595	BACUNI_00677
bc2018--bc2018___80_01596	BACUNI_00678
bc2018--bc2018___80_01597	bc2018--bc2018___80_01597
bc2018--bc2018___80_01598	BACUNI_00679
bc2018--bc2018___80_01599	BACUNI_00680
bc2018--bc2018___80_01600	BACUNI_00681
bc2018--bc2018___80_01601	ileS
bc2018--bc2018___80_01602	bc2018--bc2018___80_01602
bc2018--bc2018___80_01603	dam
bc2018--bc2018___80_01604	BACUNI_00684
bc2018--bc2018___80_01605	BACUNI_00685
bc2018--bc2018___80_01606	BACUNI_00686
bc2018--bc2018___80_01607	BACUNI_00688
bc2018--bc2018___80_01608	bc2018--bc2018___80_01608
bc2018--bc2018___80_01609	BACUNI_00690
bc2018--bc2018___80_01610	BACUNI_00692
bc2018--bc2018___80_01611	xylA
bc2018--bc2018___80_01612	BACUNI_00694
bc2018--bc2018___80_01613	BACUNI_00695
bc2018--bc2018___80_01614	fabD
bc2018--bc2018___80_01615	BACUNI_00697
bc2018--bc2018___80_01616	thiS
bc2018--bc2018___80_01617	thiE
bc2018--bc2018___80_01618	thiG
bc2018--bc2018___80_01619	thiC
bc2018--bc2018___80_01620	thiH
bc2018--bc2018___80_01621	moeZ
bc2018--bc2018___80_01622	thiE
bc2018--bc2018___80_01623	thiD
bc2018--bc2018___80_01624	BACUNI_00706
bc2018--bc2018___80_01625	BACUNI_00707
bc2018--bc2018___80_01626	BACUNI_00708
bc2018--bc2018___80_01627	BACUNI_00709
bc2018--bc2018___80_01628	BACUNI_00711
bc2018--bc2018___80_01629	bc2018--bc2018___80_01629
bc2018--bc2018___80_01630	BACUNI_00713
bc2018--bc2018___80_01631	bc2018--bc2018___80_01631
bc2018--bc2018___80_01632	bc2018--bc2018___80_01632
bc2018--bc2018___80_01633	BACUNI_00716
bc2018--bc2018___80_01634	BACUNI_00717
bc2018--bc2018___80_01635	BACUNI_00718
bc2018--bc2018___80_01636	BACUNI_00719
bc2018--bc2018___80_01637	BACUNI_00720
bc2018--bc2018___80_01638	BACUNI_00721
bc2018--bc2018___80_01639	BACUNI_00722
bc2018--bc2018___80_01640	BACUNI_00723
bc2018--bc2018___80_01641	BACUNI_00724
bc2018--bc2018___80_01642	bc2018--bc2018___80_01642
bc2018--bc2018___80_01643	BACUNI_00725
bc2018--bc2018___80_01644	BACUNI_00726
bc2018--bc2018___80_01645	BACUNI_00727
bc2018--bc2018___80_01646	bc2018--bc2018___80_01646
bc2018--bc2018___80_01647	BACUNI_00728
bc2018--bc2018___80_01648	BACUNI_00729
bc2018--bc2018___80_01649	BACUNI_00730
bc2018--bc2018___80_01650	BACUNI_00731
bc2018--bc2018___80_01651	BACUNI_00732
bc2018--bc2018___80_01652	BACUNI_00733
bc2018--bc2018___80_01653	bc2018--bc2018___80_01653
bc2018--bc2018___80_01654	BACUNI_02833
bc2018--bc2018___80_01655	BACUNI_02834
bc2018--bc2018___80_01656	BACUNI_00040
bc2018--bc2018___80_01657	BACUNI_00039
bc2018--bc2018___80_01658	BACUNI_00038
bc2018--bc2018___80_01659	BACUNI_00037
bc2018--bc2018___80_01660	BACUNI_02834
bc2018--bc2018___80_01661	BACUNI_02833
bc2018--bc2018___80_01662	BACUNI_02656
bc2018--bc2018___80_01663	BACUNI_02657
bc2018--bc2018___80_01664	BACUNI_02658
bc2018--bc2018___80_01665	BACUNI_02659
bc2018--bc2018___80_01666	bc2018--bc2018___80_01666
bc2018--bc2018___80_01667	bc2018--bc2018___80_01667
bc2018--bc2018___80_01668	bc2018--bc2018___80_01668
bc2018--bc2018___80_01669	bc2018--bc2018___80_01669
bc2018--bc2018___80_01670	BACUNI_02665
bc2018--bc2018___80_01671	bc2018--bc2018___80_01671
bc2018--bc2018___80_01672	bc2018--bc2018___80_01672
bc2018--bc2018___80_01673	BACUNI_02668
bc2018--bc2018___80_01674	BACUNI_02669
bc2018--bc2018___80_01675	BACUNI_02670
bc2018--bc2018___80_01676	BACUNI_02673
bc2018--bc2018___80_01677	BACUNI_02674
bc2018--bc2018___80_01678	BACUNI_02675
bc2018--bc2018___80_01679	BACUNI_02676
bc2018--bc2018___80_01680	BACUNI_02677
bc2018--bc2018___80_01681	BACUNI_02678
bc2018--bc2018___80_01682	BACUNI_02679
bc2018--bc2018___80_01683	BACUNI_02680
bc2018--bc2018___80_01684	BACUNI_02681
bc2018--bc2018___80_01685	BACUNI_02682
bc2018--bc2018___80_01686	BACUNI_02684
bc2018--bc2018___80_01687	BACUNI_02688
bc2018--bc2018___80_01688	radC
bc2018--bc2018___80_01689	BACUNI_02691
bc2018--bc2018___80_01690	BACUNI_02692
bc2018--bc2018___80_01691	BACUNI_02693
bc2018--bc2018___80_01692	BACUNI_02694
bc2018--bc2018___80_01693	BACUNI_02695
bc2018--bc2018___80_01694	BACUNI_02696
bc2018--bc2018___80_01695	BACUNI_02697
bc2018--bc2018___80_01696	BACUNI_02698
bc2018--bc2018___80_01697	BACUNI_02699
bc2018--bc2018___80_01698	BACUNI_02700
bc2018--bc2018___80_01699	BACUNI_02701
bc2018--bc2018___80_01700	BACUNI_02702
bc2018--bc2018___80_01701	BACUNI_02703
bc2018--bc2018___80_01702	BACUNI_02704
bc2018--bc2018___80_01703	bc2018--bc2018___80_01703
bc2018--bc2018___80_01704	bc2018--bc2018___80_01704
bc2018--bc2018___80_01705	bc2018--bc2018___80_01705
bc2018--bc2018___80_01706	BACUNI_02708
bc2018--bc2018___80_01707	BACUNI_02709
bc2018--bc2018___80_01708	BACUNI_02710
bc2018--bc2018___80_01709	BACUNI_02711
bc2018--bc2018___80_01710	bc2018--bc2018___80_01710
bc2018--bc2018___80_01711	BACUNI_02713
bc2018--bc2018___80_01712	BACUNI_02714
bc2018--bc2018___80_01713	BACUNI_02716
bc2018--bc2018___80_01714	BACUNI_02718
bc2018--bc2018___80_01715	bc2018--bc2018___80_01715
bc2018--bc2018___80_01716	bc2018--bc2018___80_01716
bc2018--bc2018___80_01717	BACUNI_02721
bc2018--bc2018___80_01718	BACUNI_02722
bc2018--bc2018___80_01720	rpiA
bc2018--bc2018___80_01721	BACUNI_02726
bc2018--bc2018___80_01722	BACUNI_02727
bc2018--bc2018___80_01723	bc2018--bc2018___80_01723
bc2018--bc2018___80_01724	prs
bc2018--bc2018___80_01725	BACUNI_02730
bc2018--bc2018___80_01726	BACUNI_02731
bc2018--bc2018___80_01727	kdsB
bc2018--bc2018___80_01728	BACUNI_02733
bc2018--bc2018___80_01729	BACUNI_02735
bc2018--bc2018___80_01730	bc2018--bc2018___80_01730
bc2018--bc2018___80_01731	pyrB
bc2018--bc2018___80_01732	pyrI
bc2018--bc2018___80_01733	BACUNI_02742
bc2018--bc2018___80_01734	BACUNI_02743
bc2018--bc2018___80_01735	glyA
bc2018--bc2018___80_01736	fhs
bc2018--bc2018___80_01737	BACUNI_02748
bc2018--bc2018___80_01738	BACUNI_02749
bc2018--bc2018___80_01739	rprY
bc2018--bc2018___80_01740	bc2018--bc2018___80_01740
bc2018--bc2018___80_01741	BACUNI_02753
bc2018--bc2018___80_01742	BACUNI_02754
bc2018--bc2018___80_01743	bc2018--bc2018___80_01743
bc2018--bc2018___80_01744	atpG
bc2018--bc2018___80_01745	atpA
bc2018--bc2018___80_01746	atpH
bc2018--bc2018___80_01747	atpF
bc2018--bc2018___80_01748	atpE
bc2018--bc2018___80_01749	BACUNI_02761
bc2018--bc2018___80_01750	BACUNI_02762
bc2018--bc2018___80_01751	BACUNI_02763
bc2018--bc2018___80_01752	atpD
