index,bacuni,Entry.Name,Gene
bc2018--bc2018___80_01825,BACUNI_02848,A7V5I8_BACUC,BACUNI_02848
bc2018--bc2018___80_01826,BACUNI_02849,A7V5I9_BACUC,BACUNI_02849
bc2018--bc2018___80_01827,BACUNI_02851,,BACUNI_02851
bc2018--bc2018___80_01828,BACUNI_02850,A7V5J1_BACUC,pncB
bc2018--bc2018___80_01829,BACUNI_02852,A7V5J2_BACUC,BACUNI_02852
bc2018--bc2018___80_01830,BACUNI_02853,A7V5J3_BACUC,BACUNI_02853
bc2018--bc2018___80_01831,BACUNI_02854,,BACUNI_02854
bc2018--bc2018___80_01832,BACUNI_02855,,BACUNI_02855
bc2018--bc2018___80_01833,BACUNI_02856,,BACUNI_02856
bc2018--bc2018___80_01834,BACUNI_02857,,BACUNI_02857
bc2018--bc2018___80_01835,BACUNI_02858,,BACUNI_02858
bc2018--bc2018___80_01836,bc2018--bc2018___80_01836,,bc2018--bc2018___80_01836
bc2018--bc2018___80_01837,BACUNI_02860,,BACUNI_02860
bc2018--bc2018___80_01838,bc2018--bc2018___80_01838,,bc2018--bc2018___80_01838
bc2018--bc2018___80_01839,bc2018--bc2018___80_01839,,bc2018--bc2018___80_01839
bc2018--bc2018___80_01840,BACUNI_02864,,BACUNI_02864
bc2018--bc2018___80_01841,BACUNI_02867,A7V5K7_BACUC,BACUNI_02867
bc2018--bc2018___80_01842,BACUNI_02868,,BACUNI_02868
bc2018--bc2018___80_01843,bc2018--bc2018___80_01843,,bc2018--bc2018___80_01843
bc2018--bc2018___80_01844,BACUNI_02870,A7V5L0_BACUC,BACUNI_02870
bc2018--bc2018___80_01845,BACUNI_02871,A7V5L1_BACUC,BACUNI_02871
bc2018--bc2018___80_01846,BACUNI_02872,A7V5L2_BACUC,BACUNI_02872
bc2018--bc2018___80_01847,BACUNI_02873,A7V5L3_BACUC,BACUNI_02873
bc2018--bc2018___80_01848,BACUNI_02874,A7V5L4_BACUC,BACUNI_02874
bc2018--bc2018___80_01849,BACUNI_02876,A7V5L5_BACUC,BACUNI_02876
bc2018--bc2018___80_01850,bc2018--bc2018___80_01850,,bc2018--bc2018___80_01850
bc2018--bc2018___80_01851,bc2018--bc2018___80_01851,,bc2018--bc2018___80_01851
bc2018--bc2018___80_01852,BACUNI_02878,,BACUNI_02878
bc2018--bc2018___80_01853,BACUNI_02882,,BACUNI_02882
bc2018--bc2018___80_01854,BACUNI_02884,,BACUNI_02884
bc2018--bc2018___80_01855,bc2018--bc2018___80_01855,,bc2018--bc2018___80_01855
bc2018--bc2018___80_01856,bc2018--bc2018___80_01856,,bc2018--bc2018___80_01856
bc2018--bc2018___80_01857,BACUNI_02889,,BACUNI_02889
bc2018--bc2018___80_01858,bc2018--bc2018___80_01858,,bc2018--bc2018___80_01858
bc2018--bc2018___80_01859,bc2018--bc2018___80_01859,,bc2018--bc2018___80_01859
bc2018--bc2018___80_01860,bc2018--bc2018___80_01860,,bc2018--bc2018___80_01860
bc2018--bc2018___80_01861,bc2018--bc2018___80_01861,,bc2018--bc2018___80_01861
bc2018--bc2018___80_01862,bc2018--bc2018___80_01862,,bc2018--bc2018___80_01862
bc2018--bc2018___80_01863,bc2018--bc2018___80_01863,,bc2018--bc2018___80_01863
bc2018--bc2018___80_01864,bc2018--bc2018___80_01864,,bc2018--bc2018___80_01864
bc2018--bc2018___80_01865,BACUNI_02897,,BACUNI_02897
bc2018--bc2018___80_01866,BACUNI_02902,,BACUNI_02902
bc2018--bc2018___80_01867,BACUNI_02903,,BACUNI_02903
bc2018--bc2018___80_01868,BACUNI_02905,A7V5P5_BACUC,cobB
bc2018--bc2018___80_01869,BACUNI_02906,A7V5P6_BACUC,BACUNI_02906
bc2018--bc2018___80_01870,BACUNI_02907,A7V5P7_BACUC,BACUNI_02907
bc2018--bc2018___80_01871,BACUNI_02908,A7V5P8_BACUC,BACUNI_02908
bc2018--bc2018___80_01872,BACUNI_02909,A7V5P9_BACUC,BACUNI_02909
bc2018--bc2018___80_01873,BACUNI_02910,A7V5Q0_BACUC,BACUNI_02910
bc2018--bc2018___80_01874,BACUNI_02911,A7V5Q1_BACUC,accC
bc2018--bc2018___80_01875,BACUNI_02913,A7V5Q3_BACUC,BACUNI_02913
bc2018--bc2018___80_01876,BACUNI_02914,A7V5Q4_BACUC,BACUNI_02914
bc2018--bc2018___80_01877,BACUNI_02915,A7V5Q5_BACUC,cbiK
bc2018--bc2018___80_01878,BACUNI_02916,,BACUNI_02916
bc2018--bc2018___80_01879,BACUNI_02917,A7V5Q7_BACUC,BACUNI_02917
bc2018--bc2018___80_01880,BACUNI_02918,,BACUNI_02918
bc2018--bc2018___80_01881,BACUNI_02919,A7V5Q9_BACUC,BACUNI_02919
bc2018--bc2018___80_01882,BACUNI_02920,,BACUNI_02920
bc2018--bc2018___80_01883,BACUNI_02921,A7V5R1_BACUC,BACUNI_02921
bc2018--bc2018___80_01884,BACUNI_02922,A7V5R2_BACUC,cbiK
bc2018--bc2018___80_01885,BACUNI_02923,A7V5R3_BACUC,BACUNI_02923
bc2018--bc2018___80_01886,BACUNI_02924,A7V5R5_BACUC,cobJ
bc2018--bc2018___80_01887,BACUNI_02926,A7V5R6_BACUC,cbiE
bc2018--bc2018___80_01888,BACUNI_02929,A7V5R9_BACUC,cobM
bc2018--bc2018___80_01889,BACUNI_02930,A7V5S0_BACUC,cbiD
bc2018--bc2018___80_01890,BACUNI_02931,A7V5S2_BACUC,BACUNI_02931
bc2018--bc2018___80_01891,BACUNI_02933,A7V5S3_BACUC,BACUNI_02933
bc2018--bc2018___80_01892,BACUNI_02934,,BACUNI_02934
bc2018--bc2018___80_01893,BACUNI_02935,A7V5S5_BACUC,BACUNI_02935
bc2018--bc2018___80_01894,BACUNI_02936,,BACUNI_02936
bc2018--bc2018___80_01895,bc2018--bc2018___80_01895,,bc2018--bc2018___80_01895
bc2018--bc2018___80_01896,BACUNI_02938,A7V5S8_BACUC,BACUNI_02938
bc2018--bc2018___80_01897,BACUNI_02939,,BACUNI_02939
bc2018--bc2018___80_01898,bc2018--bc2018___80_01898,,bc2018--bc2018___80_01898
bc2018--bc2018___80_01899,BACUNI_02942,A7V5T2_BACUC,BACUNI_02942
bc2018--bc2018___80_01900,BACUNI_02943,A7V5T3_BACUC,BACUNI_02943
bc2018--bc2018___80_01901,BACUNI_02944,A7V5T4_BACUC,BACUNI_02944
bc2018--bc2018___80_01902,BACUNI_02945,A7V5T5_BACUC,BACUNI_02945
bc2018--bc2018___80_01903,BACUNI_02946,A7V5T6_BACUC,BACUNI_02946
bc2018--bc2018___80_01904,BACUNI_02947,A7V5T8_BACUC,BACUNI_02947
bc2018--bc2018___80_01905,BACUNI_02949,A7V5T9_BACUC,BACUNI_02949
bc2018--bc2018___80_01906,bc2018--bc2018___80_01906,,bc2018--bc2018___80_01906
bc2018--bc2018___80_01907,BACUNI_02950,,BACUNI_02950
bc2018--bc2018___80_01908,BACUNI_02951,,BACUNI_02951
bc2018--bc2018___80_01909,BACUNI_02952,,BACUNI_02952
bc2018--bc2018___80_01910,BACUNI_02953,A7V5U3_BACUC,BACUNI_02953
bc2018--bc2018___80_01911,BACUNI_02954,,BACUNI_02954
bc2018--bc2018___80_01912,BACUNI_02955,,BACUNI_02955
bc2018--bc2018___80_01913,bc2018--bc2018___80_01913,,bc2018--bc2018___80_01913
bc2018--bc2018___80_01914,BACUNI_02957,,BACUNI_02957
bc2018--bc2018___80_01915,BACUNI_02958,,BACUNI_02958
bc2018--bc2018___80_01916,bc2018--bc2018___80_01916,,bc2018--bc2018___80_01916
bc2018--bc2018___80_01917,bc2018--bc2018___80_01917,,bc2018--bc2018___80_01917
bc2018--bc2018___80_01918,BACUNI_02961,,BACUNI_02961
bc2018--bc2018___80_01919,BACUNI_02963,,BACUNI_02963
bc2018--bc2018___80_01920,bc2018--bc2018___80_01920,,bc2018--bc2018___80_01920
bc2018--bc2018___80_01921,BACUNI_02966,,BACUNI_02966
bc2018--bc2018___80_01922,BACUNI_02967,,BACUNI_02967
bc2018--bc2018___80_01923,BACUNI_02968,,BACUNI_02968
bc2018--bc2018___80_01924,BACUNI_02969,A7V5V9_BACUC,aepX
bc2018--bc2018___80_01925,bc2018--bc2018___80_01925,,bc2018--bc2018___80_01925
bc2018--bc2018___80_01926,BACUNI_02971,,BACUNI_02971
bc2018--bc2018___80_01927,bc2018--bc2018___80_01927,,bc2018--bc2018___80_01927
bc2018--bc2018___80_01928,bc2018--bc2018___80_01928,,bc2018--bc2018___80_01928
bc2018--bc2018___80_01929,BACUNI_02974,,BACUNI_02974
bc2018--bc2018___80_01930,BACUNI_02975,,BACUNI_02975
bc2018--bc2018___80_01931,BACUNI_02976,,BACUNI_02976
bc2018--bc2018___80_01932,BACUNI_02977,,BACUNI_02977
bc2018--bc2018___80_01933,bc2018--bc2018___80_01933,,bc2018--bc2018___80_01933
bc2018--bc2018___80_01934,BACUNI_02981,,BACUNI_02981
bc2018--bc2018___80_01935,BACUNI_02982,,BACUNI_02982
bc2018--bc2018___80_01936,BACUNI_02983,,BACUNI_02983
bc2018--bc2018___80_01937,BACUNI_02984,,BACUNI_02984
bc2018--bc2018___80_01938,BACUNI_02985,,BACUNI_02985
bc2018--bc2018___80_01939,BACUNI_02986,,BACUNI_02986
bc2018--bc2018___80_01940,BACUNI_02987,A7V5X7_BACUC,pseB
bc2018--bc2018___80_01941,BACUNI_02988,,BACUNI_02988
bc2018--bc2018___80_01942,BACUNI_00547,,BACUNI_00547
bc2018--bc2018___80_01943,BACUNI_00551,A7UZ25_BACUC,BACUNI_00551
bc2018--bc2018___80_01944,BACUNI_00552,A7UZ26_BACUC,BACUNI_00552
bc2018--bc2018___80_01945,BACUNI_00553,A7UZ27_BACUC,hydF
bc2018--bc2018___80_01946,BACUNI_00554,A7UZ28_BACUC,hydG
bc2018--bc2018___80_01947,BACUNI_00555,A7UZ29_BACUC,hydE
bc2018--bc2018___80_01948,BACUNI_00556,A7UZ30_BACUC,BACUNI_00556
bc2018--bc2018___80_01949,BACUNI_00558,A7UZ32_BACUC,BACUNI_00558
bc2018--bc2018___80_01950,BACUNI_00559,A7UZ33_BACUC,BACUNI_00559
bc2018--bc2018___80_01951,BACUNI_00560,A7UZ34_BACUC,BACUNI_00560
bc2018--bc2018___80_01952,BACUNI_00562,A7UZ35_BACUC,uvrA
bc2018--bc2018___80_01953,BACUNI_00563,A7UZ37_BACUC,BACUNI_00563
bc2018--bc2018___80_01954,BACUNI_00564,A7UZ38_BACUC,BACUNI_00564
bc2018--bc2018___80_01955,BACUNI_00565,,BACUNI_00565
bc2018--bc2018___80_01956,BACUNI_00566,A7UZ40_BACUC,BACUNI_00566
bc2018--bc2018___80_01957,BACUNI_00567,A7UZ41_BACUC,yfiO
bc2018--bc2018___80_01958,BACUNI_00568,A7UZ42_BACUC,BACUNI_00568
bc2018--bc2018___80_01959,BACUNI_00570,A7UZ43_BACUC,BACUNI_00570
bc2018--bc2018___80_01960,BACUNI_00571,A7UZ45_BACUC,uvrB
bc2018--bc2018___80_01961,BACUNI_00572,A7UZ46_BACUC,BACUNI_00572
bc2018--bc2018___80_01962,BACUNI_00574,A7UZ48_BACUC,BACUNI_00574
bc2018--bc2018___80_01963,bc2018--bc2018___80_01963,,bc2018--bc2018___80_01963
bc2018--bc2018___80_01964,BACUNI_00578,A7UZ52_BACUC,BACUNI_00578
bc2018--bc2018___80_01965,BACUNI_00579,A7UZ53_BACUC,BACUNI_00579
bc2018--bc2018___80_01966,BACUNI_00580,A7UZ54_BACUC,BACUNI_00580
bc2018--bc2018___80_01967,BACUNI_00581,A7UZ55_BACUC,BACUNI_00581
bc2018--bc2018___80_01968,BACUNI_00582,A7UZ56_BACUC,BACUNI_00582
bc2018--bc2018___80_01969,BACUNI_00583,,BACUNI_00583
bc2018--bc2018___80_01970,BACUNI_00585,,BACUNI_00585
bc2018--bc2018___80_01971,BACUNI_00586,,BACUNI_00586
bc2018--bc2018___80_01972,BACUNI_00588,,BACUNI_00588
bc2018--bc2018___80_01973,BACUNI_00589,,BACUNI_00589
bc2018--bc2018___80_01974,BACUNI_00590,,BACUNI_00590
bc2018--bc2018___80_01975,BACUNI_00591,,BACUNI_00591
bc2018--bc2018___80_01976,BACUNI_00592,,BACUNI_00592
bc2018--bc2018___80_01977,BACUNI_00593,,BACUNI_00593
bc2018--bc2018___80_01978,BACUNI_00594,,BACUNI_00594
bc2018--bc2018___80_01979,BACUNI_00595,A7UZ69_BACUC,BACUNI_00595
bc2018--bc2018___80_01980,BACUNI_00596,,BACUNI_00596
bc2018--bc2018___80_01981,BACUNI_00599,,BACUNI_00599
bc2018--bc2018___80_01982,BACUNI_00600,,BACUNI_00600
bc2018--bc2018___80_01983,BACUNI_00601,,BACUNI_00601
bc2018--bc2018___80_01984,BACUNI_00602,A7UZ76_BACUC,BACUNI_00602
bc2018--bc2018___80_01985,BACUNI_00603,A7UZ77_BACUC,BACUNI_00603
bc2018--bc2018___80_01986,BACUNI_00605,A7UZ78_BACUC,BACUNI_00605
bc2018--bc2018___80_01987,bc2018--bc2018___80_01987,,bc2018--bc2018___80_01987
bc2018--bc2018___80_01988,BACUNI_00607,,BACUNI_00607
bc2018--bc2018___80_01989,BACUNI_00608,A7UZ82_BACUC,BACUNI_00608
bc2018--bc2018___80_01990,BACUNI_00609,A7UZ83_BACUC,BACUNI_00609
bc2018--bc2018___80_01991,bc2018--bc2018___80_01991,,bc2018--bc2018___80_01991
bc2018--bc2018___80_01992,BACUNI_00611,,BACUNI_00611
bc2018--bc2018___80_01993,BACUNI_00612,,BACUNI_00612
bc2018--bc2018___80_01994,BACUNI_00613,,BACUNI_00613
bc2018--bc2018___80_01995,BACUNI_00615,,BACUNI_00615
bc2018--bc2018___80_01996,BACUNI_00617,A7UZ91_BACUC,BACUNI_00617
bc2018--bc2018___80_01997,BACUNI_00619,,BACUNI_00619
bc2018--bc2018___80_01998,BACUNI_00620,,BACUNI_00620
bc2018--bc2018___80_01999,BACUNI_00621,FIM1C_BACUC,fim1C
bc2018--bc2018___80_02000,BACUNI_00623,A7UZ97_BACUC,BACUNI_00623
bc2018--bc2018___80_02001,BACUNI_00624,A7UZ98_BACUC,BACUNI_00624
bc2018--bc2018___80_02002,BACUNI_00625,A7UZ99_BACUC,BACUNI_00625
bc2018--bc2018___80_02003,BACUNI_00626,,BACUNI_00626
bc2018--bc2018___80_02004,BACUNI_00627,,BACUNI_00627
bc2018--bc2018___80_02005,BACUNI_00629,,BACUNI_00629
bc2018--bc2018___80_02006,bc2018--bc2018___80_02006,,bc2018--bc2018___80_02006
bc2018--bc2018___80_02007,BACUNI_00631,,BACUNI_00631
bc2018--bc2018___80_02008,BACUNI_00632,,BACUNI_00632
bc2018--bc2018___80_02009,BACUNI_00633,,BACUNI_00633
bc2018--bc2018___80_02010,BACUNI_00634,,BACUNI_00634
bc2018--bc2018___80_02011,bc2018--bc2018___80_02011,,bc2018--bc2018___80_02011
bc2018--bc2018___80_02012,BACUNI_00639,,BACUNI_00639
bc2018--bc2018___80_02013,BACUNI_00068,,BACUNI_00068
bc2018--bc2018___80_02014,BACUNI_00069,,BACUNI_00069
bc2018--bc2018___80_02015,BACUNI_00070,,BACUNI_00070
bc2018--bc2018___80_02016,BACUNI_00071,,BACUNI_00071
bc2018--bc2018___80_02017,BACUNI_00072,,BACUNI_00072
bc2018--bc2018___80_02018,bc2018--bc2018___80_02018,,bc2018--bc2018___80_02018
bc2018--bc2018___80_02019,BACUNI_00074,,BACUNI_00074
bc2018--bc2018___80_02020,BACUNI_00075,,BACUNI_00075
bc2018--bc2018___80_02021,BACUNI_00076,,BACUNI_00076
bc2018--bc2018___80_02022,BACUNI_00077,,BACUNI_00077
bc2018--bc2018___80_02023,BACUNI_00078,,BACUNI_00078
bc2018--bc2018___80_02024,BACUNI_00079,,BACUNI_00079
bc2018--bc2018___80_02025,BACUNI_00080,,BACUNI_00080
bc2018--bc2018___80_02026,BACUNI_00081,,BACUNI_00081
bc2018--bc2018___80_02027,BACUNI_00082,,BACUNI_00082
bc2018--bc2018___80_02028,BACUNI_00083,,BACUNI_00083
bc2018--bc2018___80_02029,bc2018--bc2018___80_02029,,bc2018--bc2018___80_02029
bc2018--bc2018___80_02030,BACUNI_00085,,BACUNI_00085
bc2018--bc2018___80_02031,bc2018--bc2018___80_02031,,bc2018--bc2018___80_02031
bc2018--bc2018___80_02032,BACUNI_00089,A7UXS1_BACUC,BACUNI_00089
bc2018--bc2018___80_02033,BACUNI_00092,A7UXS4_BACUC,BACUNI_00092
bc2018--bc2018___80_02034,BACUNI_00093,A7UXS5_BACUC,BACUNI_00093
bc2018--bc2018___80_02035,BACUNI_00094,A7UXS6_BACUC,BACUNI_00094
bc2018--bc2018___80_02036,BACUNI_00095,,BACUNI_00095
bc2018--bc2018___80_02037,BACUNI_00096,,BACUNI_00096
bc2018--bc2018___80_02039,bc2018--bc2018___80_02039,,bc2018--bc2018___80_02039
bc2018--bc2018___80_02040,BACUNI_00100,A7UXT1_BACUC,BACUNI_00100
bc2018--bc2018___80_02041,BACUNI_00101,A7UXT2_BACUC,BACUNI_00101
bc2018--bc2018___80_02042,BACUNI_00102,,BACUNI_00102
bc2018--bc2018___80_02043,BACUNI_00104,A7UXT5_BACUC,BACUNI_00104
bc2018--bc2018___80_02044,BACUNI_00105,,BACUNI_00105
bc2018--bc2018___80_02045,BACUNI_00106,A7UXT7_BACUC,recR
bc2018--bc2018___80_02046,bc2018--bc2018___80_02046,,bc2018--bc2018___80_02046
bc2018--bc2018___80_02047,bc2018--bc2018___80_02047,,bc2018--bc2018___80_02047
bc2018--bc2018___80_02054,bc2018--bc2018___80_02054,,bc2018--bc2018___80_02054
bc2018--bc2018___80_02055,BACUNI_02330,A7V431_BACUC,BACUNI_02330
bc2018--bc2018___80_02056,BACUNI_02328,A7V429_BACUC,BACUNI_02328
bc2018--bc2018___80_02057,BACUNI_02327,A7V428_BACUC,BACUNI_02327
bc2018--bc2018___80_02058,BACUNI_02326,A7V427_BACUC,BACUNI_02326
bc2018--bc2018___80_02059,BACUNI_02325,A7V426_BACUC,ppdK
bc2018--bc2018___80_02060,BACUNI_02324,A7V425_BACUC,rumA
bc2018--bc2018___80_02061,BACUNI_02323,A7V424_BACUC,BACUNI_02323
bc2018--bc2018___80_02062,BACUNI_02322,A7V423_BACUC,BACUNI_02322
bc2018--bc2018___80_02063,BACUNI_02321,A7V422_BACUC,BACUNI_02321
bc2018--bc2018___80_02064,BACUNI_02320,,BACUNI_02320
bc2018--bc2018___80_02065,BACUNI_02319,A7V420_BACUC,BACUNI_02319
bc2018--bc2018___80_02066,BACUNI_02318,A7V419_BACUC,BACUNI_02318
bc2018--bc2018___80_02067,BACUNI_02317,A7V418_BACUC,BACUNI_02317
bc2018--bc2018___80_02068,BACUNI_02315,,BACUNI_02315
bc2018--bc2018___80_02069,BACUNI_02314,A7V415_BACUC,sbcD
bc2018--bc2018___80_02070,BACUNI_02313,A7V414_BACUC,BACUNI_02313
bc2018--bc2018___80_02071,BACUNI_02312,A7V413_BACUC,map
bc2018--bc2018___80_02072,BACUNI_02311,A7V412_BACUC,BACUNI_02311
bc2018--bc2018___80_02073,BACUNI_02309,A7V410_BACUC,nqrF
bc2018--bc2018___80_02074,BACUNI_02308,A7V409_BACUC,nqrE
bc2018--bc2018___80_02075,BACUNI_02307,,BACUNI_02307
bc2018--bc2018___80_02076,BACUNI_02306,A7V407_BACUC,nqrC
bc2018--bc2018___80_02077,BACUNI_02305,A7V406_BACUC,nqrB
bc2018--bc2018___80_02078,BACUNI_02304,A7V405_BACUC,nqrA
bc2018--bc2018___80_02079,BACUNI_02303,A7V404_BACUC,BACUNI_02303
bc2018--bc2018___80_02080,BACUNI_02301,A7V402_BACUC,BACUNI_02301
bc2018--bc2018___80_02081,BACUNI_02299,,BACUNI_02299
bc2018--bc2018___80_02082,BACUNI_02298,,BACUNI_02298
bc2018--bc2018___80_02083,BACUNI_02297,A7V3Z8_BACUC,BACUNI_02297
bc2018--bc2018___80_02084,BACUNI_02296,A7V3Z7_BACUC,BACUNI_02296
bc2018--bc2018___80_02085,BACUNI_02294,A7V3Z5_BACUC,BACUNI_02294
bc2018--bc2018___80_02086,BACUNI_02292,,BACUNI_02292
bc2018--bc2018___80_02087,bc2018--bc2018___80_02087,,bc2018--bc2018___80_02087
bc2018--bc2018___80_02088,BACUNI_02289,A7V3Z0_BACUC,BACUNI_02289
bc2018--bc2018___80_02089,BACUNI_02288,A7V3Y9_BACUC,BACUNI_02288
bc2018--bc2018___80_02090,BACUNI_02287,A7V3Y8_BACUC,pdxB
bc2018--bc2018___80_02091,BACUNI_02286,A7V3Y7_BACUC,BACUNI_02286
bc2018--bc2018___80_02092,BACUNI_02285,A7V3Y6_BACUC,BACUNI_02285
bc2018--bc2018___80_02093,BACUNI_02284,,BACUNI_02284
bc2018--bc2018___80_02094,BACUNI_02283,,BACUNI_02283
bc2018--bc2018___80_02095,BACUNI_02282,A7V3Y3_BACUC,lepA
bc2018--bc2018___80_02096,BACUNI_02281,A7V3Y2_BACUC,BACUNI_02281
bc2018--bc2018___80_02097,BACUNI_02280,A7V3Y1_BACUC,BACUNI_02280
bc2018--bc2018___80_02098,BACUNI_02279,A7V3Y0_BACUC,xth
bc2018--bc2018___80_02099,BACUNI_02278,A7V3X9_BACUC,BACUNI_02278
bc2018--bc2018___80_02100,BACUNI_02277,A7V3X8_BACUC,BACUNI_02277
bc2018--bc2018___80_02101,BACUNI_02276,A7V3X7_BACUC,BACUNI_02276
bc2018--bc2018___80_02102,BACUNI_02275,A7V3X6_BACUC,pheT
bc2018--bc2018___80_02103,BACUNI_02814,,BACUNI_02814
bc2018--bc2018___80_02104,BACUNI_02271,,BACUNI_02271
bc2018--bc2018___80_02105,BACUNI_02270,,BACUNI_02270
bc2018--bc2018___80_02106,BACUNI_02269,A7V3X0_BACUC,BACUNI_02269
bc2018--bc2018___80_02107,bc2018--bc2018___80_02107,,bc2018--bc2018___80_02107
bc2018--bc2018___80_02108,bc2018--bc2018___80_02108,,bc2018--bc2018___80_02108
bc2018--bc2018___80_02109,BACUNI_02266,,BACUNI_02266
bc2018--bc2018___80_02110,BACUNI_02261,A7V3W2_BACUC,BACUNI_02261
bc2018--bc2018___80_02111,BACUNI_02259,A7V3W0_BACUC,gmd
bc2018--bc2018___80_02112,BACUNI_02258,A7V3V9_BACUC,BACUNI_02258
bc2018--bc2018___80_02113,BACUNI_02256,A7V3V7_BACUC,BACUNI_02256
bc2018--bc2018___80_02114,BACUNI_02254,A7V3V5_BACUC,BACUNI_02254
bc2018--bc2018___80_02115,BACUNI_02253,A7V3V4_BACUC,BACUNI_02253
bc2018--bc2018___80_02116,BACUNI_02252,A7V3V3_BACUC,BACUNI_02252
bc2018--bc2018___80_02117,BACUNI_02251,,kinA
bc2018--bc2018___80_02118,bc2018--bc2018___80_02118,,bc2018--bc2018___80_02118
bc2018--bc2018___80_02119,bc2018--bc2018___80_02119,,bc2018--bc2018___80_02119
bc2018--bc2018___80_02120,BACUNI_02248,A7V3U9_BACUC,BACUNI_02248
bc2018--bc2018___80_02121,BACUNI_02247,A7V3U8_BACUC,BACUNI_02247
bc2018--bc2018___80_02122,BACUNI_02246,,BACUNI_02246
bc2018--bc2018___80_02123,BACUNI_02245,A7V3U6_BACUC,BACUNI_02245
bc2018--bc2018___80_02124,BACUNI_02244,A7V3U5_BACUC,BACUNI_02244
bc2018--bc2018___80_02125,bc2018--bc2018___80_02125,,bc2018--bc2018___80_02125
bc2018--bc2018___80_02126,bc2018--bc2018___80_02126,,bc2018--bc2018___80_02126
bc2018--bc2018___80_02127,BACUNI_02240,A7V3U1_BACUC,BACUNI_02240
bc2018--bc2018___80_02128,BACUNI_02239,A7V3U0_BACUC,BACUNI_02239
bc2018--bc2018___80_02129,BACUNI_02238,A7V3T9_BACUC,BACUNI_02238
bc2018--bc2018___80_02130,BACUNI_02237,A7V3T8_BACUC,BACUNI_02237
bc2018--bc2018___80_02131,BACUNI_02236,A7V3T7_BACUC,BACUNI_02236
bc2018--bc2018___80_02132,BACUNI_02235,A7V3T6_BACUC,BACUNI_02235
bc2018--bc2018___80_02133,BACUNI_02234,,BACUNI_02234
bc2018--bc2018___80_02134,BACUNI_02233,A7V3T4_BACUC,BACUNI_02233
bc2018--bc2018___80_02135,bc2018--bc2018___80_02135,,bc2018--bc2018___80_02135
bc2018--bc2018___80_02136,BACUNI_02229,,BACUNI_02229
bc2018--bc2018___80_02137,BACUNI_02228,,BACUNI_02228
bc2018--bc2018___80_02138,BACUNI_02227,,BACUNI_02227
bc2018--bc2018___80_02139,BACUNI_02226,A7V3S7_BACUC,lipB
bc2018--bc2018___80_02140,BACUNI_02225,,BACUNI_02225
bc2018--bc2018___80_02141,BACUNI_02224,A7V3S5_BACUC,BACUNI_02224
bc2018--bc2018___80_02142,BACUNI_02223,A7V3S4_BACUC,BACUNI_02223
bc2018--bc2018___80_02143,BACUNI_02222,A7V3S3_BACUC,BACUNI_02222
bc2018--bc2018___80_02144,BACUNI_02219,A7V3S0_BACUC,BACUNI_02219
bc2018--bc2018___80_02145,BACUNI_02218,A7V3R9_BACUC,rsmG
bc2018--bc2018___80_02146,BACUNI_02217,A7V3R8_BACUC,BACUNI_02217
bc2018--bc2018___80_02147,BACUNI_02216,A7V3R7_BACUC,gcvP
bc2018--bc2018___80_02148,BACUNI_02215,,BACUNI_02215
bc2018--bc2018___80_02149,BACUNI_02214,A7V3R5_BACUC,BACUNI_02214
bc2018--bc2018___80_02150,BACUNI_02213,,BACUNI_02213
bc2018--bc2018___80_02151,BACUNI_02212,,BACUNI_02212
bc2018--bc2018___80_02152,bc2018--bc2018___80_02152,,bc2018--bc2018___80_02152
bc2018--bc2018___80_02153,BACUNI_02211,,BACUNI_02211
bc2018--bc2018___80_02154,BACUNI_02210,A7V3R1_BACUC,BACUNI_02210
bc2018--bc2018___80_02155,BACUNI_02209,A7V3R0_BACUC,BACUNI_02209
bc2018--bc2018___80_02156,BACUNI_02208,A7V3Q9_BACUC,BACUNI_02208
bc2018--bc2018___80_02157,bc2018--bc2018___80_02157,,bc2018--bc2018___80_02157
bc2018--bc2018___80_02158,BACUNI_02204,A7V3Q5_BACUC,BACUNI_02204
bc2018--bc2018___80_02159,BACUNI_02203,A7V3Q4_BACUC,BACUNI_02203
bc2018--bc2018___80_02160,BACUNI_02202,,BACUNI_02202
bc2018--bc2018___80_02161,BACUNI_02200,A7V3Q1_BACUC,BACUNI_02200
bc2018--bc2018___80_02162,BACUNI_02199,A7V3Q0_BACUC,BACUNI_02199
bc2018--bc2018___80_02163,BACUNI_02197,A7V3P9_BACUC,BACUNI_02197
bc2018--bc2018___80_02164,BACUNI_02196,A7V3P7_BACUC,BACUNI_02196
bc2018--bc2018___80_02165,BACUNI_02195,A7V3P6_BACUC,pdxB
bc2018--bc2018___80_02166,BACUNI_02194,A7V3P5_BACUC,serC
bc2018--bc2018___80_02167,BACUNI_02193,A7V3P4_BACUC,BACUNI_02193
bc2018--bc2018___80_02168,BACUNI_02192,A7V3P3_BACUC,BACUNI_02192
bc2018--bc2018___80_02169,BACUNI_02191,A7V3P2_BACUC,BACUNI_02191
bc2018--bc2018___80_02170,BACUNI_02190,A7V3P1_BACUC,BACUNI_02190
bc2018--bc2018___80_02171,BACUNI_02188,A7V3N9_BACUC,ettA
bc2018--bc2018___80_02173,BACUNI_02183,A7V3N5_BACUC,BACUNI_02183
bc2018--bc2018___80_02174,BACUNI_02182,A7V3N4_BACUC,BACUNI_02182
bc2018--bc2018___80_02175,BACUNI_02181,A7V3N2_BACUC,potA
